lnY,lnK,lnL,trend,dummy_70_to_73,dummy_76_to_77,dummy_80_to_81,dummy_82_to_85,dummy_88,dummy_93_to_95,dummy_98,dummy_01_to_02,dummy_09_to_10,dummy_11_to_12,dummy_13,intercept
27.92460939908471,16.46518193023478,18.615842843320117,3.872983346207417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27.97136199642546,16.50531769501909,18.615758180812094,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28.351552448560494,16.546263230036455,18.625628996164465,4.123105625617661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28.550599034476463,16.590364774532752,18.634885102027027,4.242640687119285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28.73726085418,16.639812786290303,18.649737945995117,4.358898943540674,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28.71091673615632,16.689337987870413,18.658512690673888,4.47213595499958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28.71038070848016,16.738212032850974,18.659125394104706,4.58257569495584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28.81618577404817,16.783888900760125,18.661645549173578,4.69041575982343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28.886293051227,16.822322919994498,18.655521072866705,4.795831523312719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.011226429959383,16.85312576704153,18.626606161104924,4.898979485566356,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
29.105412071275115,16.879884361291946,18.62344149009976,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
29.214460133531816,16.906998275814004,18.61659305759657,5.0990195135927845,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
29.099927562624003,16.93593545202924,18.62536333259816,5.196152422706632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.0032965285482,16.960349411235075,18.621851757416408,5.291502622129181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28.91175204987888,16.97954355418988,18.6029269324062,5.385164807134504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
29.047500935211517,16.99623390531229,18.577412894344057,5.477225575051661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.130195813442807,17.011576524746996,18.58099289370686,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.01385431550441,17.02439527754804,18.569054036514107,5.656854249492381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28.983014349413,17.033122704727518,18.550123428415223,5.744562646538029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
29.076643835676776,17.040649448824638,18.548439142755868,5.830951894845301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.167370726107706,17.047430457773878,18.543710243572157,5.916079783099616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.16670339112317,17.05487105199502,18.54132159660141,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.12662728260193,17.06152820828501,18.55149231621649,6.082762530298219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.128932007774985,17.066363307601417,18.55809972634783,6.164414002968976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.246994184582235,17.06863344014754,18.54736931904882,6.244997998398398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.2878784617509,17.066167025636826,18.499774047237995,6.324555320336759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
29.391919160721805,17.063190492598288,18.508208300373468,6.4031242374328485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
29.487378780246807,17.06100806040924,18.50456448779258,6.48074069840786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
29.501239296610223,17.0602846683071,18.51216716020921,6.557438524302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
29.31966363439276,17.061548528979042,18.513286809296112,6.6332495807108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
29.24053504559948,17.063944486044647,18.517421512975787,6.708203932499369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.12278523673892,17.06672144420263,18.516422732968216,6.782329983125268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.23700410670372,17.069010779859163,18.52412739075101,6.855654600401044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.22308359618233,17.07231433765675,18.532310724151465,6.928203230275509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.244316776278573,17.075511128319032,18.536306788308053,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.25989965710701,17.078932047081366,18.52470882094793,7.0710678118654755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
